0.13217174,-0.013459319,0.036799707,0.013754559
0.061086934,0.021235574,-0.062423024,0.016543653
0.021585627,-0.053746786,-0.051779665,-0.1093536
-0.0034383468,0.03649956,-0.0027445327,-0.050985634
0.06925062,0.036557004,0.03327492,0.023013491
0.080461755,0.0130892405,0.081499115,0.112299934
-0.025002195,0.08424521,0.11463143,0.119332075
-0.07072462,-0.046146877,0.02354583,-0.027339596
0.035597734,0.04267168,0.03503852,0.042976957
-0.028294884,-0.03989162,-0.007503731,-0.06529238
-0.043837924,-0.033866268,0.01176868,-0.06986883
-0.12234412,-0.007922762,-0.09333738,-0.12738885
0.084546305,0.122151814,0.089292675,0.12214603
0.116422385,0.07011723,0.09827233,0.09123492
0.11775905,0.050503433,0.006863493,0.05094349
0.066000864,-0.0044591553,-0.010291901,0.03458155
0.012239776,-0.019778173,-0.009867529,-0.050861157
-0.033053942,7.751545e-05,0.0042889435,0.043379135
0.054770812,0.057915874,0.061737105,0.04533998
-0.015735686,-0.05507538,-0.062075295,-0.038068324
-0.07644505,0.011268656,-0.041169763,0.008581164
-0.0020203323,-0.031905733,0.059104007,-0.004113007
-0.01862417,-0.021271266,0.047767483,0.06913543
0.03096931,-0.04628765,0.020365452,-0.041199174
0.062034063,-0.012191606,-0.054044038,0.063637
0.029123828,0.019053455,-0.020993803,0.014065045
-0.020460365,-0.031468906,-0.15293941,-0.03025071
-0.025642062,-0.019689089,-0.11692621,-0.12956142
0.090899564,0.045950815,0.049224574,0.042998444
-0.012581992,-0.019559031,-0.07010527,-0.07702698
-0.06515135,-0.06718235,-0.036028285,-0.07099243
0.026692085,-0.044075407,-0.041807517,0.044455256
0.011172033,0.020543987,-0.036327176,0.013241187
-0.0014732135,0.047823694,0.02345193,0.04587662
-0.0053492016,0.059275087,0.0649442,0.016561422
0.039586347,0.012499242,0.014521149,0.0124903405
-0.043382198,-0.07346565,-0.021272061,-0.042859297
-0.15842125,-0.09842378,-0.12253287,-0.09215771
-0.017593943,-0.036785588,0.004165783,0.08299992
0.03125269,-0.0017785128,0.02714511,0.03786825
0.0424128,0.043770134,0.098719545,0.037216395
