0.0039851605,-0.057740092,0.01530687
0.006999495,0.023753768,-0.031701308
-0.038076296,-0.040687185,-0.039308492
-0.049985994,0.04732162,-0.03697646
-0.034680635,0.054418746,0.00824224
-0.06443049,-0.055457585,0.08941163
0.027253328,-0.036778152,-0.0463205
-0.03561587,-0.047068987,0.00386045
-0.06842655,-0.06589524,-0.025521817
-0.018923929,-0.03190139,0.05060588
-0.035055757,0.04236991,0.05113388
0.0075301826,-0.063553914,0.02958235
0.008411774,-0.052081794,-0.00085659197
0.02094433,0.0020792314,-0.02054371
0.014130522,0.039414294,-0.049742077
0.036766063,-0.02031515,-0.04840738
0.0353269,-0.08259126,0.007528084
-0.049519718,-0.01364989,-0.02461457
-0.035534337,-0.05354123,0.016252944
-0.03277885,0.0010629967,-0.023185782
-0.004005322,-0.055882264,-0.11259519
-0.03354807,-0.025046946,0.06767885
0.054780357,0.03121654,0.04075106
0.018889628,-0.037687127,-0.03155078
0.04240037,-0.05495196,0.043766964
0.037365727,-0.027507272,0.0008859903
-0.038280874,-0.06341116,-0.031038132
0.022541543,-0.061537016,-0.047604736
-0.024362542,-0.04440824,0.039563667
0.009281782,-0.04372427,-0.001607688
-0.0203757,-0.027741678,-0.0228465
-0.010153342,0.036130752,0.03369226
-0.055076655,-0.0020236173,0.004796468
0.02714842,-0.04328637,-0.033642437
-0.014867758,-0.030866701,0.06386266
-0.06855812,-0.03862894,0.039777327
0.016781347,-0.09391167,-0.03333112
0.005279261,-0.0667853,-0.04920782
0.024493204,-0.05309769,-0.06732585
-0.07352571,-0.024826527,0.03197415
0.029432904,0.009317018,-0.05558144
-0.012350898,-0.02068242,-0.026972672
0.030400312,-0.009142833,-0.08565341
0.048465624,-0.043584134,0.015814075
0.06277812,-0.08109531,-0.08850963
-0.014660574,-0.056655277,-0.03478738
0.009853323,0.0031989545,-0.037314743
0.039769694,-0.057005834,0.0060105785
0.0204885,-0.017123858,-0.028068166
0.024574233,-0.0047721122,0.070108816
-0.07810647,-0.102390796,0.03516227
0.044626027,0.026713617,0.012768805
-0.047571834,0.0229019,0.066424884
0.04841657,0.016741667,0.03932859
-0.040095977,0.042339806,0.046435133
0.014800851,0.053113025,0.03532635
-0.05223117,0.023060754,-0.012613955
