-1.2722e-41,5.4088753e-14,-6.761e-42,-1.0032828e-13,4.6192393e-14,1.1515963e-13,-1.1658852e-15,-6.90942e-14,-1.4541818e-15,3.1378e-41,4.2444746e-14,-2.6338033e-13,-3.0520823e-14,1.5402659e-14,1.913372e-14,-3.0214285e-14,8.934396e-14,-1.6801426e-13,-3.1413625e-13,-6.504898e-14,-1.01037126e-13,8.415276e-14,-7.101783e-15,8.676514e-14,7.939437e-36,-3.334355e-14,3.5152162e-14,2.3364201e-14,-1.2432918e-13,1.1373e-41
-4.7068266e-08,0.014087205,5.588187e-38,0.2682666,-0.067142114,0.2552297,-0.37472764,0.003111253,0.27485004,-2.8168558e-29,0.25084674,-0.18702342,0.13129067,-0.06253573,0.014844228,0.164606,-0.07692049,-0.1667589,0.1215028,-0.11610493,-0.14902905,0.11185521,-0.047428757,0.014735985,-6.1296603e-16,-0.07537868,0.32249412,0.27862874,0.26378214,3.514037e-14
3.903e-42,1.2243032e-27,-7.633e-42,-3.3921968e-26,-5.725788e-27,-1.1847797e-27,-5.6620218e-27,3.2142752e-27,-2.6841183e-26,2.377e-42,2.7982135e-27,-8.958775e-27,6.777121e-27,-1.164118e-27,1.6720645e-26,-2.5094701e-26,-3.3191742e-27,-9.3144474e-27,-5.888961e-26,-2.5693234e-27,3.5779674e-28,-3.7180844e-27,-3.781507e-27,1.4872846e-26,2.591e-42,-2.594811e-27,6.661424e-27,1.6326045e-26,-1.570906e-26,-1.1422e-41
-4.3829082e-10,-0.004607454,4.0860787e-38,0.18054396,0.109752156,0.34505185,-0.18859152,-0.079981074,0.06602891,6.879162e-30,0.13333866,-0.14270623,0.056972682,0.032104753,0.028165078,-0.035736647,0.18183558,-0.2668152,0.021917291,0.0768729,0.117409974,0.1008512,-0.031110821,0.12964013,-2.4295262e-15,-0.1205897,0.029109785,0.11742359,-0.16212359,3.9682164e-11
8.841682e-05,-0.020997189,-4.358714e-38,-0.050428044,-0.1271188,0.2005437,-0.10728918,-0.13799421,-0.15368037,1.1679342e-29,0.21811382,-0.049134515,-0.03742812,0.1252263,0.059706435,0.3904601,0.0853888,-0.082947366,0.11788135,-0.05555926,-0.18419245,0.16387302,-0.2612862,0.3501704,6.164347e-16,-0.0681297,0.20225185,-0.060057584,0.19018635,-5.461716e-20
-8.422394e-06,0.12098592,6.708381e-39,0.27300927,-0.1753636,0.094046324,-0.17619261,-0.07796514,0.27933612,-5.2984206e-30,0.0021776045,0.25123325,-0.05362862,-0.0825867,0.23367618,-0.099300794,0.011140883,-0.011425732,0.08557145,0.107433684,-0.0514227,-0.14589489,0.23117907,-0.07054843,1.4173153e-15,0.14087054,-0.00542729,0.33193025,0.05330624,1.1978782e-10
-1.0591e-41,2.7117596e-05,-3.91e-42,1.618296e-05,2.8940276e-05,2.924523e-05,3.982357e-06,9.826032e-06,1.9986357e-05,2.151661e-36,1.3289411e-05,3.1363965e-05,1.5159345e-05,8.28689e-06,8.5342e-06,3.5750945e-06,2.0694984e-05,2.7469558e-05,2.2725762e-05,2.0210362e-05,7.215127e-05,2.6016683e-05,1.3792593e-05,8.604333e-06,-1.591804e-23,3.234209e-06,1.3139331e-05,1.5948426e-05,2.3145945e-05,-3.219e-42
-8.106505e-06,-0.0005258113,5.99173e-38,0.09942132,-0.023641486,-0.13688321,-0.11043678,0.2758983,0.07917358,-1.7304124e-29,0.265889,-0.075528696,0.27037442,0.21968724,0.15865642,0.2696008,-0.21106018,-0.030599948,0.19409569,-0.18036619,0.02203427,0.04437398,-0.1932967,-0.023441944,5.560397e-16,0.2554932,0.30392903,0.16079567,0.27562183,-5.95156e-30
-8.5538195e-06,0.035341665,5.348108e-38,-0.11662768,0.016370604,-0.18647975,0.2215437,0.25239792,0.05355452,2.805852e-29,0.21869782,-0.054060604,0.21687904,0.22851713,0.10791397,0.20360513,-0.1068807,0.14288719,0.081551306,-0.11218278,0.0031662565,0.086403534,0.025881408,0.04577526,3.1763657e-15,0.22132848,0.27639493,0.10624902,0.17397447,-2.0606167e-12
1.983694e-39,8.247689e-28,1.326e-42,-1.1767559e-10,-5.734238e-23,-1.9537483e-13,8.191948e-34,2.9847497e-32,-1.9534986e-11,1.1433e-41,4.1369657e-27,-1.6582961e-33,8.874009e-32,-1.2931476e-16,-3.741166e-26,9.233594e-33,-2.2683009e-15,1.1137495e-32,-2.8267142e-09,-1.3598341e-29,-4.0515215e-28,5.5383543e-21,5.0009657e-29,1.5829881e-32,-3.4e-44,6.9171164e-33,1.8400969e-30,7.5883006e-25,7.945147e-33,1.1834e-41
